QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_000139	그래도 혹시 모르니 이 주변의 몬스터 처치를 부탁드리겠습니다.{nl}로도마 제1 유적지의 몬스터가 난폭하게 변했다는 보고도 있었거든요.	Still do not know if, but thank you for monster extermination around. {Nl} I was also reported that monster of the first ruins has changed wildly no.
QUEST_LV_0100_20150312_000140	훌륭하십니다.{nl}당분간은 안심할 수 있겠지요.	Wonderful woven will. {Nl} you will for a while can be peace of mind.
QUEST_LV_0100_20150312_000141	몬스터들이 몰려 와요.{nl}제가 풀려났다는 걸 알아챘나봐요.	Monsters come together. {Nl} It seems I noticed that has been my release.
QUEST_LV_0100_20150312_000142	여신께서 당신을 보낸 건가요?{nl}당신이 절 지켜줄 거라곤 꿈에도 생각 못했어요.{nl}	Do goddess has sent you? {Nl} All you have will protect the section I did not think dream. {Nl}
QUEST_LV_0100_20150312_000143	그 거대한 전갈은 어디로 간거죠? 큰일이에요!	Its huge scorpion Where is Gangojo? Very!
QUEST_LV_0100_20150312_000144	빨리 데지크 선생님께 돌아가야겠어요.{nl}나중에 또 뵈었으면 좋겠네요.	There is a need to go back to Zeke teacher in early. {Nl} It is nice if you later also I met.
QUEST_LV_0100_20150312_000145	누군가 왕릉을 지키는 몬스터에게 이상한 짓을 한 게 틀림없어요.{nl}도대체 무슨 속셈일까요?	There is no doubt that was a funny thing to monsters to protect someone King Mausoleum. {Nl} will of such heck what going?
QUEST_LV_0100_20150312_000146	선생님, 정신 차려 보세요. 선생님!	Teacher, please try to awake. Teacher!
QUEST_LV_0100_20150312_000147	신입 왕릉 연구원	New King Mausoleum research
QUEST_LV_0100_20150312_000148	버려진 옛 작업장에서 귀중한 연구 자료를 잃어 버렸어요.{nl}분명히 몬스터가 가져가 버렸을텐데, 포기해야 할까요.	You've lost a valuable research materials in the abandoned old workplace. {Nl} obviously, but it should monster had to have, what must give up.
QUEST_LV_0100_20150312_000149	왕릉을 제 눈으로 보다니, 그건 너무 기쁘지만 몬스터는 무섭네요.	The Nante see the king tomb in my eyes, it is I am too happy monsters scary.
QUEST_LV_0100_20150312_000150	정말 감사해요.{nl}혹시 모르니 기록 저장소도 확인해 주세요.	Really I am grateful. Please also record store to confirm that you do not know if {nl}.
QUEST_LV_0100_20150312_000151	이 거대한 협곡 어딘가엔 왕릉으로 가는 입구가 숨겨져 있대요.{nl}여긴 그 협곡의 시작점이고요.{nl}	This huge canyon somewhere seems gateway to the king tomb had been hidden. {Nl} here, but the starting point of the canyon. {Nl}
QUEST_LV_0100_20150312_000152	왕릉 연구를 위해 여러 전문가들이 여기에 와 있어요.{nl}여기서 신수의 날의 실마리를 찾을 수 있을지도 모른다네요.	For the king Ling research, come multiple of experts here. {Nl} here I do not may be able to find the clue of the day of God Beast.
QUEST_LV_0100_20150312_000153	그런데 협곡에는 식물들도 별로 없는데 어째서 몬스터가 이렇게나 많은 걸까요?	However, in the canyon, I think Why are so many monsters to be not much plant?
QUEST_LV_0100_20150312_000154	제가 부탁한 것은 어떻게 되었나요? 아직인가요?	Now if I asked for it is? Do you yet?
QUEST_LV_0100_20150312_000155	땅바닥을 유심히 잘 봐주세요. {nl}혹시나 떨어져 있을지도 몰라요.	Please look carefully well on the ground. {Nl} You might have away maybe.
QUEST_LV_0100_20150312_000156	흠, 이것 뿐이던가요?{nl}이만큼 찾아주신 것도 감사해요.{nl}처음부터 다시 베껴쓰면 되니까요.	Well, Is this just? {Nl} We are also grateful that I found only this. {Nl} is because from the beginning may miss copied.
QUEST_LV_0100_20150312_000157	댁도 닐스가 보낸 거요?{nl}난 안 가오. 야생화를 연구해야 한단 말요.{nl}	Do your home also Nils has been sent? {Nl} I do not Gao. Easy discharge If you do not study the wild flowers. {Nl}
QUEST_LV_0100_20150312_000158	내가 헛것을 본 게로군.{nl}왕국의 광물학자로써 날 지켜준 대가로 사례라도 해야겠어.{nl}	It looks that I saw hallucinations. {Nl} in exchange and protect me as a kingdom of mineralogist, going to be the case. {Nl}
QUEST_LV_0100_20150312_000159	그렇지. {nl}닐스에게 내 기록을 받아오게.	So. To {nl} Nils to extract my record.
QUEST_LV_0100_20150312_000160	요나스님께서 자신의 기록을 달라 하셨다고요.{nl}알겠습니다. 대신 약도 함께 전해주세요.{nl}	Jonas like was unlike their records. {Nl} I've found. Instead, please tell direction together. {Nl}
QUEST_LV_0100_20150312_000161	정신을 돌아오게 하는 약입니다.{nl}조사단 캠프 오른쪽에 계신 다비오님께 약을 부탁해 놓았습니다.	It is a medicine to make back the spirit. {Nl} I asked about Derby Oh like that are on the right side of the investigation team camp.
QUEST_LV_0100_20150312_000162	요나스님은 자카리엘 대왕의 왕릉을 모시는 가문의 당주이십니다.{nl}원랜 정정하신 분이었는데 어느 날 갑자기 노망이 드셨지요.{nl}	Jonas like I family head of house that enshrine the tomb of Zasharieru the Great. {Nl} I would have wanted those who U~onren been corrected, will eat is suddenly one day blur. {Nl}
QUEST_LV_0100_20150312_000163	요나스님께서 시종과 함께 시찰을 도신다며 나가시고 나서일 겁니다.{nl}요나스님은 노망이 든 채로 발견되었고, 시종은 그대로 실종되었죠.	Should Jonas like is from hard out to say that the blade inspection together To beginning to end. {Nl} Jonas's was discovered while containing the blur, from beginning to end I was still intact missing.
QUEST_LV_0100_20150312_000164	요나스님을 잘 부탁드립니다.{nl}어디 다치시기라도 한다면 정말 큰일납니다.	Thank you the Jonas like. If any {nl} Dokokega time, it will be in really big trouble.
QUEST_LV_0100_20150312_000165	다비오님은 캠프 오른쪽에 계십니다.{nl}약이 잘 들어야 할 텐데.	Dabionimu will be woven into the right side of the camp. {Nl} drug would have to listen well.
QUEST_LV_0100_20150312_000166	이제서야 전부 기억이 나.{nl}나는 왕릉을 모시는 가문의 당주.. 자네는 누구지?{nl}	Remember finally all been. {Nl} I worship the king tomb house of family head. Who are you? {Nl}
QUEST_LV_0100_20150312_000167	계시자라. 이게 다 여신의 뜻이라면 이 또한 자격이겠지.{nl}자네는 해야 할 일이 있으니 봉화대 고개로 따라오게.	Obviously grew up. If this is the will of all the goddess, this also, would be qualified. {Nl} because you have a thing to do, come on WATCH - rise.
QUEST_LV_0100_20150312_000168	본의 아니게 닐스에게도, 자네에게도 염려를 끼쳤구먼.	Reluctantly Nils also, I did have a concern you too.
QUEST_LV_0100_20150312_000169	자네가 주변의 몬스터를 해치우면 그 틈을 타 먼저 봉화대로 가 있겠네.{nl}그럼, 부탁하지.	If Defeat the monsters around you, in the gap, first to WATCH - TOWER and Itogetone. In {nl}, we ask.
QUEST_LV_0100_20150312_000170	지금이군. 봉화대 고개로 먼저 가 있을테니 따라오게.	That's now. The WATCH - rise, it comes with because first there.
QUEST_LV_0100_20150312_000171	난 자네가 자격이 있을 거라 믿네.{nl}모든 것은 라이마께서 이끄신 게야.	I Mitone would you are eligible. {Nl} all game ya attracted is Laima.
QUEST_LV_0100_20150312_000172	드디어 이 비보를 넘겨줄 이를 찾았네.{nl}내 노망이 나버리는 바람에 진즉 알아보지 못한 게 후회스럽군.	Finally, pass this treasure, I found this. {Nl} in the blur That's regret that I did not notice Jinjuku to Naborinun style.
QUEST_LV_0100_20150312_000173	자카리엘 대왕께서는 적임자에게 비보를 내어 주라 하셨지.{nl}자네가 그걸 가질 자격이 있는지 대왕의 눈에서 확인하게.	Or Zasharieru of the Great was please give out the sad news to the right person. {Nl} that you want to check with the Great of eyes that are eligible to have it.
QUEST_LV_0100_20150312_000174	우리 가문은 왕릉을 수호하는 일 말고도 한 가지 사명이 더 있네.{nl}적임자가 나타날 때 까지 대왕의 비보를 수호하는 것이지.{nl}	In addition to patron our family is the king Ling, one of the mission, I more. It will protect the treasure of the Great until {nl} right person is displayed. {Nl}
QUEST_LV_0100_20150312_000175	그 비보가 정확히 무엇인지는 우리도 모르네.{nl}대왕께서 지키라 하셨으니 우리는 그 명을 따르는 게야.	Or the treasure is what a exactly, we also Morne. Since {nl} the Great was told if necessary to defend, gain ya we have to follow that person.
QUEST_LV_0100_20150312_000176	약재상	Yakujesan
QUEST_LV_0100_20150312_000177	음.. 그러면, 협곡 메토스라고 이 협곡에서만 나는 박하가 있소.{nl}그걸 가져다 주시오.	Hmm .. So, I noticed mint only in the canyon metsulfuron and canyon. Please bring it {nl}.
QUEST_LV_0100_20150312_000178	협곡 메토스는 흐려진 정신을 번쩍 들게 하는 데엔 특효요.{nl}특히 오락가락 하는 노인네라면 더욱 좋지.	Canyon metsulfuron the chime slayer to allow to give flashing cloudy spirit. {Nl} and especially if the old man to come and go, further well.
QUEST_LV_0100_20150312_000179	그거 맞소. 당신 좀 보는 눈이 있구려?{nl}	It Matoso. You suck some eyes to see a little? {Nl}
QUEST_LV_0100_20150312_000180	자. 다 되었소. {nl}이걸 다시 다비오에게 갖다 주시오.	Cormorants. All I was now ready. {Nl} Please bring this to re-Derby 5.
QUEST_LV_0100_20150312_000181	상인 다비오	Merchant Dabio
QUEST_LV_0100_20150312_000182	그 영감의 약은 갖고 왔어. {nl}하지만 구하느라 얼마나 힘들었다고. 추가 비용을 치뤄 주셔야겠어.{nl}	Medicine of the inspiration I brought. {Nl} is and how difficult the old time. I'm going to get that through an additional fee. {Nl}
QUEST_LV_0100_20150312_000183	이 동네 리첸클롭스들이 가지고 있는 금붙이 정도면 될 거다.{nl}그걸 카파스 가도의 약재상에게 잔금 대신 치뤄 주게.	It's become in about gold products this town Richen large ROPS has. Allow that you are through instead of balance to {nl} of it Kapas Road Yakujesan.
QUEST_LV_0100_20150312_000184	이 정도면 충분하군. 다비오가 보냈겠지?{nl}하지만 약효가 제대로 들을려면 한 가지 약재가 더 필요해.	I this is enough. I wonder Derby auger send? To {nl} to correctly medicinal, you need one of the drug.
QUEST_LV_0100_20150312_000185	약을 만드려면 원인을 알아내야 하는데 이게 골치아팠다고.{nl}웃기게도, 아주 오래 전에 쓰인 마법이랑 같은 것이였어.{nl}	To need to to know the cause to create a medicine and this was painful head. Comical also {nl}, it was like a very Yara magic that was written a long time ago. {Nl}
QUEST_LV_0100_20150312_000186	소문으로 들은 얘기지만 자카리엘 대왕은 왕릉을 만들고 나서 모든 인부들의 기억을 지웠다는군.{nl}그게 요나스 영감한테 걸린 마법이야. 그런데 나이 때문에 노망도 온 거지.	It's a story that I've heard rumors from making but Zasharieru the Great king Ling, the military turned off the memory of all the workers. {Nl} It's that Jonas inspiration Han Te took magic. However, I blur also came in for ages.
QUEST_LV_0100_20150312_000187	그 영감의 약을 구하는 게 얼마나 힘들었는 줄 알아?{nl}하지만 이 다비오님께서 구할 수 없는 물건은 없지.	Know Him Dur ot Nun how much is to ask the medicine of its inspiration? {Nl} However, would not that this Dabionimu is not available.
QUEST_LV_0100_20150312_000188	자네가 가져온 걸 벌꿀술에 녹이면 완성이지. 가져가게.	It's finished when dissolved in honey wine that you brought. Bring.
QUEST_LV_0100_20150312_000189	그 약은 잘 들으니까, 어떻게든 입에 넣기만 하면 될 거야.	Because the drug is often hear, you have to just somehow put in the mouth.
QUEST_LV_0100_20150312_000190	늦었군. {nl}내 기록들은 가지고 왔나?	Nutootogun. {Nl} my record came with?
QUEST_LV_0100_20150312_000191	참, 버려진 옛 작업장으로 가봐.{nl}웬 노인이 혼자 돌아다닌다고 하던데 요나스 영감인 것 같아.	Well, you can try to go in the abandoned old workplace. {Nl} Wen elderly seems to be a Jonas inspiration was saying attend back alone.
QUEST_LV_0100_20150312_000192	그건 뭔가. 벌꿀 술 냄새가 나는군!	It something. Smell of honey wine is you!
QUEST_LV_0100_20150312_000193	머리가 아프군.{nl}여기서 난 뭘 하고 있는 거지? 	Head hurts. {Nl} Here do I doing?
QUEST_LV_0100_20150312_000194	수색이라니 정말 다행이네요.{nl}몬스터에게 쫓기느라 지원품이고 뭐고 다 팽개치고 도망쳤거든요.{nl}일단 흩어진 물품부터 찾아주시겠습니까?	It was really good me investigation. {Nl} is a support goods to being chased by the monster, I was nothing to you dumping getaway. {Nl} Could you once look for from scattering goods?
QUEST_LV_0100_20150312_000195	용병 체면에 드릴 말씀이 없네요.{nl}전 신수의 날에도 멀쩡했는데 여긴 무슨 특별한 저주라도 있는 게 틀림 없어요.{nl}	It is not but say to mercenaries dignity. {Nl} before God that is taken into consideration was also firmly on the day of the beast, there is no doubt there is also a special curse. {Nl}
